0,0,0,1.2029,0,0,1.9831,1.3262,0,-1.9,0,0,1.3087,2.1867,0,2.6199,1.3269,0.88677,2.6199,1.3269,-0.88677,-1.9545,-1.0755,0,-2.193,0.49933,0.91627,-2.193,0.49933,-0.91627
0,0,0,1.2124,0,0,2.1915,1.074,0,-0.49176,1.8353,0,1.7966,2.087,0,2.822,0.91608,0.87792,2.822,0.91608,-0.87792,-1.5774,1.809,0,-0.10043,2.2733,0.91308,-0.10043,2.2733,-0.91308
0,0,0,1.2166,0,0,1.7962,1.3626,0,-0.49176,-1.8353,0,1.0267,2.1393,0,2.4333,1.4485,0.88302,2.4333,1.4485,-0.88302,0.46714,-2.3415,0,-1.0747,-1.9549,0.90822,-1.0747,-1.9549,-0.90822
0,0,0,1.2024,0,0,2.004,1.2405,0,-1.1426,1.5181,0,1.3751,2.1349,0,2.6466,1.2214,0.88249,2.6466,1.2214,-0.88249,-2.074,0.96686,0,-0.97673,2.0899,0.9098,-0.97673,2.0899,-0.9098
0,0,0,1.2055,0,0,1.783,1.3618,0,-1.1426,-1.5181,0,1.0041,2.1288,0,2.4183,1.4472,0.884,2.4183,1.4472,-0.88401,-0.58468,-2.4508,0,-1.6966,-1.3137,0.90906,-1.6966,-1.3137,-0.90906
0,0,0,1.2088,0,0,2.1236,1.1344,0,-0.67188,1.7772,0,1.638,2.1091,0,2.7625,1.0283,0.87945,2.7625,1.0283,-0.87945,-1.7425,1.6016,0,-0.33609,2.264,0.9115,-0.33609,2.264,-0.9115
0,0,0,1.2013,0,0,1.9888,1.2879,0,-1.6666,0.91246,0,1.3315,2.1626,0,2.6283,1.2844,0.88471,2.6283,1.2844,-0.88471,-2.1955,-0.027151,0,-1.7658,1.4965,0.91093,-1.7658,1.4965,-0.91093
0,0,0,1.2031,0,0,1.7781,1.3669,0,-1.6666,-0.91246,0,0.9877,2.1221,0,2.412,1.4517,0.88534,2.412,1.4517,-0.88534,-1.7076,-2.0011,0,-2.0014,-0.434,0.91024,-2.0014,-0.434,-0.91024
0,0,0,1.2125,0,0,1.7926,1.3613,0,-0.67188,-1.7772,0,1.0213,2.1361,0,2.4292,1.4466,0.88326,2.4292,1.4466,-0.88326,0.20893,-2.4115,0,-1.2639,-1.814,0.90882,-1.2639,-1.814,-0.90882
0,0,0,1.2114,0,0,2.1733,1.0905,0,-0.53776,1.8223,0,1.7534,2.0938,0,2.8065,0.94655,0.87833,2.8065,0.94656,-0.87833,-1.6215,1.7574,0,-0.16024,2.2738,0.91263,-0.16024,2.2738,-0.91263
0,0,0,1.2055,0,0,2.0581,1.1911,0,-0.88143,1.6832,0,1.4916,2.1237,0,2.7008,1.1333,0.88099,2.7008,1.1333,-0.88099,-1.909,1.3386,0,-0.61586,2.2147,0.91033,-0.61586,2.2147,-0.91033
0,0,0,1.2008,0,0,1.983,1.2703,0,-1.4193,1.2631,0,1.3281,2.1469,0,2.624,1.2671,0.88368,2.624,1.2671,-0.88368,-2.1839,0.49957,0,-1.3801,1.8565,0.91004,-1.3801,1.8565,-0.91004
0,0,0,1.2035,0,0,1.9965,1.31,0,-1.8384,0.47995,0,1.3356,2.1817,0,2.6345,1.3057,0.88592,2.6345,1.3057,-0.88592,-2.101,-0.56356,0,-2.0595,1.0244,0.91291,-2.0595,1.0244,-0.91291
0,0,0,1.2024,0,0,1.8041,1.3641,0,-1.8384,-0.47995,0,1.0244,2.1307,0,2.4387,1.4373,0.88598,2.4387,1.4373,-0.88598,-2.1664,-1.5204,0,-2.0201,0.067927,0.91295,-2.0201,0.067927,-0.91295
0,0,0,1.2034,0,0,1.7787,1.3638,0,-1.4193,-1.2631,0,0.99411,2.1249,0,2.4133,1.4493,0.8846,2.4133,1.4493,-0.8846,-1.1389,-2.3141,0,-1.8903,-0.91046,0.9092,-1.8903,-0.91046,-0.9092
0,0,0,1.2088,0,0,1.7882,1.361,0,-0.88143,-1.6832,0,1.0139,2.1327,0,2.4242,1.4462,0.88357,2.4242,1.4462,-0.88357,-0.12273,-2.4604,0,-1.4694,-1.616,0.90906,-1.4694,-1.616,-0.90906
